Feature,VIF
max_temperature,51.39397724825724
humidity,43.8017457031578
wind_speed_10m_max (km/h),11.023807198985658
precipitation_sum (mm),1.9971245759781309
doy_sin,1.2609721837105312
doy_cos,3.8202998220472932
pm25_lag_1,3.0481132181106174
