Feature,VIF
max_temperature,59.12636067391115
humidity,46.338603036318894
wind_speed_10m_max (km/h),10.451574272009418
precipitation_sum (mm),1.6414750711518937
doy_sin,1.3872005002974348
doy_cos,1.8337371030382845
pm25_lag_1,7.590192583870883
