Feature,VIF
max_temperature,23.88873969257009
humidity,15.496457130285329
wind_speed_10m_max (km/h),12.8431132737795
precipitation_sum (mm),1.3439677101350904
doy_sin,1.2206362206929617
doy_cos,1.2291244495621927
pm25_lag_1,4.792852582882789
