time,apparent_temperature_max (°F),max_temperature,humidity,wind_speed_10m_max (km/h),precipitation_sum (mm),mean_temperature,date,pm25,city,pm25_lag_1,pm25_rolling_3,pm25_rolling_7
2022-07-03,63.7,62.4,84,16.7,5.9,58.5,2022-07-03,,Seattle,,,
2022-07-04,67.7,67.7,78,19.5,0.0,59.8,2022-07-04,,Seattle,,,
2022-07-05,71.6,70.4,82,15.6,0.0,61.3,2022-07-05,,Seattle,,,
2022-07-06,76.0,72.5,83,12.8,1.3,65.3,2022-07-06,,Seattle,,,
2022-07-07,72.5,70.9,79,11.9,0.0,64.6,2022-07-07,,Seattle,,,
2022-07-08,75.2,73.1,76,16.0,0.2,64.5,2022-07-08,,Seattle,,,
2022-07-09,76.8,73.6,75,15.5,0.0,63.4,2022-07-09,,Seattle,,,
2022-07-10,73.1,71.0,73,14.1,0.0,64.4,2022-07-10,,Seattle,,,
2022-07-11,77.2,77.4,72,18.5,0.0,67.0,2022-07-11,,Seattle,,,
2022-07-12,80.4,76.3,73,23.4,0.0,65.8,2022-07-12,,Seattle,,,
2022-07-13,72.0,72.1,68,17.2,0.0,62.7,2022-07-13,,Seattle,,,
2022-07-14,76.5,74.8,72,16.2,0.0,63.3,2022-07-14,,Seattle,,,
2022-07-15,78.0,77.0,67,19.4,0.0,65.7,2022-07-15,,Seattle,,,
2022-07-16,69.8,70.2,73,20.1,0.7,64.3,2022-07-16,,Seattle,,,
2022-07-17,65.7,66.4,67,12.3,0.1,61.5,2022-07-17,,Seattle,,,
2022-07-18,71.1,71.4,70,16.8,0.1,62.5,2022-07-18,,Seattle,,,
2022-07-19,74.2,76.1,70,18.5,0.0,65.0,2022-07-19,,Seattle,,,
2022-07-20,81.2,78.2,72,16.7,0.0,67.1,2022-07-20,,Seattle,,,
2022-07-21,84.6,79.5,73,17.6,0.0,67.6,2022-07-21,,Seattle,,,
2022-07-22,77.3,74.2,69,17.8,0.0,64.2,2022-07-22,,Seattle,,,
2022-07-23,71.5,70.4,74,11.9,0.1,63.2,2022-07-23,,Seattle,,,
2022-07-24,76.0,76.6,74,19.5,0.0,66.5,2022-07-24,,Seattle,,,
2022-07-25,80.4,80.6,69,18.2,0.0,69.8,2022-07-25,,Seattle,,,
2022-07-26,90.9,86.5,67,13.3,0.0,74.2,2022-07-26,,Seattle,,,
2022-07-27,92.3,85.6,68,15.1,0.0,74.1,2022-07-27,,Seattle,,,
2022-07-28,86.0,83.9,69,15.5,0.0,73.1,2022-07-28,,Seattle,,,
2022-07-29,89.0,85.6,69,13.6,0.0,73.7,2022-07-29,,Seattle,,,
2022-07-30,88.0,86.9,63,17.8,0.0,74.8,2022-07-30,,Seattle,,,
2022-07-31,88.9,87.9,64,19.1,0.0,74.0,2022-07-31,,Seattle,,,
2022-08-01,86.2,83.7,69,17.6,0.1,71.5,2022-08-01,,Seattle,,,
2022-08-02,76.5,74.2,70,16.8,0.2,65.8,2022-08-02,,Seattle,,,
2022-08-03,77.5,77.1,67,20.3,0.0,65.4,2022-08-03,3.628571428571429,Seattle,,,
2022-08-04,64.7,68.3,68,23.2,0.3,63.1,2022-08-04,4.345833333333333,Seattle,3.628571428571429,,
2022-08-05,68.1,71.4,68,22.5,0.0,63.6,2022-08-05,7.520833333333333,Seattle,4.345833333333333,,
2022-08-06,76.0,77.7,65,20.2,0.0,67.2,2022-08-06,10.991666666666667,Seattle,7.520833333333333,5.165079365079365,
2022-08-07,80.0,80.7,62,20.2,0.0,69.6,2022-08-07,10.491666666666667,Seattle,10.991666666666667,7.6194444444444445,
2022-08-08,84.3,82.1,66,19.1,0.0,70.9,2022-08-08,13.0375,Seattle,10.491666666666667,9.668055555555556,
2022-08-09,82.6,79.8,74,15.1,0.0,68.1,2022-08-09,13.0,Seattle,13.0375,11.506944444444445,
2022-08-10,68.9,71.4,78,22.6,9.5,65.6,2022-08-10,11.425,Seattle,13.0,12.176388888888889,9.002295918367347
2022-08-11,76.4,76.6,70,15.5,0.0,66.9,2022-08-11,8.516666666666667,Seattle,11.425,12.487499999999999,10.116071428571429
2022-08-12,79.5,79.6,68,21.9,0.0,67.6,2022-08-12,12.225,Seattle,8.516666666666667,10.980555555555554,10.711904761904762
2022-08-13,73.0,74.5,64,20.5,0.0,66.8,2022-08-13,4.9875,Seattle,12.225,10.722222222222221,11.383928571428571
2022-08-14,77.2,77.0,71,16.6,0.0,66.4,2022-08-14,9.5625,Seattle,4.9875,8.57638888888889,10.526190476190477
2022-08-15,80.3,78.5,70,15.8,0.0,67.8,2022-08-15,12.633333333333333,Seattle,9.5625,8.924999999999999,10.39345238095238
2022-08-16,78.4,78.2,70,20.5,0.0,68.6,2022-08-16,9.625,Seattle,12.633333333333333,9.06111111111111,10.335714285714285
2022-08-17,79.9,81.5,64,23.0,0.0,71.3,2022-08-17,9.858333333333333,Seattle,9.625,10.606944444444444,9.853571428571428
2022-08-18,91.5,88.1,64,10.4,0.0,74.8,2022-08-18,20.541666666666668,Seattle,9.858333333333333,10.705555555555554,9.629761904761905
2022-08-19,85.5,82.0,71,16.6,0.4,73.1,2022-08-19,15.754166666666668,Seattle,20.541666666666668,13.341666666666667,11.347619047619048
2022-08-20,79.7,77.5,73,14.3,0.0,69.6,2022-08-20,9.320833333333333,Seattle,15.754166666666668,15.384722222222223,11.851785714285715
2022-08-21,80.5,78.6,70,16.6,0.0,69.3,2022-08-21,9.558333333333334,Seattle,9.320833333333333,15.205555555555556,12.470833333333333
2022-08-22,82.8,81.3,71,17.0,0.0,69.7,2022-08-22,16.379166666666666,Seattle,9.558333333333334,11.544444444444444,12.470238095238093
2022-08-23,77.1,76.7,70,19.5,0.0,67.8,2022-08-23,15.7,Seattle,16.379166666666666,11.752777777777778,13.005357142857141
2022-08-24,80.9,81.2,73,18.1,0.0,69.4,2022-08-24,15.995833333333332,Seattle,15.7,13.879166666666668,13.873214285714285
2022-08-25,89.7,84.8,71,14.9,0.0,72.1,2022-08-25,27.4,Seattle,15.995833333333332,16.025000000000002,14.75
2022-08-26,73.2,73.4,75,19.1,1.7,66.3,2022-08-26,6.095833333333334,Seattle,27.4,19.69861111111111,15.729761904761906
2022-08-27,68.8,70.9,74,15.0,2.8,63.2,2022-08-27,4.179166666666666,Seattle,6.095833333333334,16.49722222222222,14.35
2022-08-28,71.3,74.2,68,16.2,0.0,64.1,2022-08-28,7.145833333333333,Seattle,4.179166666666666,12.558333333333332,13.61547619047619
2022-08-29,74.7,77.6,65,20.8,0.0,66.8,2022-08-29,9.429166666666667,Seattle,7.145833333333333,5.8069444444444445,13.270833333333332
2022-08-30,81.7,81.3,69,20.1,0.0,70.0,2022-08-30,12.425,Seattle,9.429166666666667,6.918055555555555,12.27797619047619
2022-08-31,88.7,87.4,66,18.5,0.0,72.1,2022-08-31,20.375,Seattle,12.425,9.666666666666668,11.810119047619049
2022-09-01,78.0,76.1,76,16.3,0.0,66.4,2022-09-01,13.508333333333333,Seattle,20.375,14.076388888888891,12.435714285714285
2022-09-02,77.0,76.6,78,17.0,0.0,66.1,2022-09-02,17.129166666666666,Seattle,13.508333333333333,15.436111111111112,10.451190476190476
2022-09-03,74.5,74.1,71,16.9,0.5,65.7,2022-09-03,3.95,Seattle,17.129166666666666,17.004166666666666,12.027380952380952
2022-09-04,72.8,76.6,75,23.3,0.8,65.5,2022-09-04,4.720833333333333,Seattle,3.95,11.529166666666667,11.994642857142855
2022-09-05,68.7,71.1,65,19.6,0.0,63.9,2022-09-05,5.6499999999999995,Seattle,4.720833333333333,8.6,11.648214285714285
2022-09-06,69.6,73.8,65,18.6,0.0,63.9,2022-09-06,10.45,Seattle,5.6499999999999995,4.773611111111111,11.108333333333333
2022-09-07,70.0,74.1,60,21.3,0.0,64.4,2022-09-07,10.983333333333334,Seattle,10.45,6.940277777777777,10.826190476190476
2022-09-08,64.4,68.2,69,22.1,0.0,61.3,2022-09-08,7.058333333333334,Seattle,10.983333333333334,9.027777777777777,9.48452380952381
2022-09-09,66.3,74.5,61,28.9,0.0,64.3,2022-09-09,11.541666666666666,Seattle,7.058333333333334,9.497222222222222,8.563095238095238
2022-09-10,82.7,85.2,45,19.2,0.0,71.0,2022-09-10,27.479166666666668,Seattle,11.541666666666666,9.861111111111112,7.764880952380952
2022-09-11,76.3,78.4,53,19.6,0.2,69.4,2022-09-11,34.00833333333333,Seattle,27.479166666666668,15.359722222222222,11.126190476190475
2022-09-12,74.9,73.9,71,12.1,0.0,65.4,2022-09-12,18.066666666666663,Seattle,34.00833333333333,24.343055555555555,15.310119047619049
2022-09-13,69.5,69.5,71,13.8,0.2,63.7,2022-09-13,17.0,Seattle,18.066666666666663,26.518055555555552,17.083928571428572
2022-09-14,70.6,71.2,73,11.4,0.0,63.6,2022-09-14,17.654166666666665,Seattle,17.0,23.024999999999995,18.01964285714286
2022-09-15,65.0,65.2,78,15.8,1.6,61.1,2022-09-15,13.8375,Seattle,17.654166666666665,17.57361111111111,18.972619047619048
2022-09-16,64.7,66.2,67,19.9,0.1,60.6,2022-09-16,6.383333333333333,Seattle,13.8375,16.163888888888888,19.94107142857143
2022-09-17,55.8,63.8,65,26.5,0.0,58.7,2022-09-17,7.383333333333333,Seattle,6.383333333333333,12.625,19.20416666666667
2022-09-18,63.1,68.8,60,24.5,2.0,61.3,2022-09-18,8.591666666666667,Seattle,7.383333333333333,9.201388888888888,16.333333333333332
2022-09-19,66.1,70.9,65,17.1,0.0,60.8,2022-09-19,13.725,Seattle,8.591666666666667,7.452777777777778,12.70238095238095
2022-09-20,65.5,73.0,55,25.8,0.0,63.2,2022-09-20,10.104166666666666,Seattle,13.725,9.9,12.082142857142857
2022-09-21,69.8,74.6,59,18.4,0.0,62.2,2022-09-21,14.916666666666666,Seattle,10.104166666666666,10.806944444444445,11.097023809523808
2022-09-22,64.9,72.0,70,24.3,0.2,61.5,2022-09-22,6.8374999999999995,Seattle,14.916666666666666,12.915277777777776,10.70595238095238
2022-09-23,66.6,69.3,74,14.3,0.6,61.9,2022-09-23,5.995833333333334,Seattle,6.8374999999999995,10.619444444444444,9.70595238095238
2022-09-24,65.0,68.7,74,21.4,0.0,62.0,2022-09-24,13.358333333333334,Seattle,5.995833333333334,9.249999999999998,9.650595238095237
2022-09-25,70.1,73.0,74,18.4,0.0,61.7,2022-09-25,13.9,Seattle,13.358333333333334,8.730555555555556,10.504166666666666
2022-09-26,76.7,77.7,72,9.7,0.0,63.5,2022-09-26,21.525,Seattle,13.9,11.084722222222224,11.2625
2022-09-27,77.4,79.2,73,19.9,0.0,64.9,2022-09-27,29.02916666666667,Seattle,21.525,16.26111111111111,12.376785714285715
2022-09-28,64.8,66.1,81,17.9,3.0,60.5,2022-09-28,12.05,Seattle,29.02916666666667,21.48472222222222,15.080357142857142
2022-09-29,66.5,67.9,81,14.1,1.3,61.0,2022-09-29,10.729166666666666,Seattle,12.05,20.868055555555557,14.670833333333334
2022-09-30,63.2,65.8,84,18.4,0.0,58.9,2022-09-30,9.033333333333331,Seattle,10.729166666666666,17.269444444444446,15.226785714285715
2022-10-01,66.4,69.6,82,21.5,0.0,60.4,2022-10-01,14.404166666666669,Seattle,9.033333333333331,10.604166666666666,15.660714285714286
2022-10-02,72.2,73.4,79,13.4,0.0,61.9,2022-10-02,18.8,Seattle,14.404166666666669,11.388888888888891,15.810119047619049
2022-10-03,71.0,72.3,81,10.5,0.0,61.1,2022-10-03,21.145833333333332,Seattle,18.8,14.079166666666667,16.51011904761905
2022-10-04,68.9,67.9,87,10.5,0.0,59.5,2022-10-04,20.408333333333335,Seattle,21.145833333333332,18.11666666666667,16.45595238095238
2022-10-05,65.2,67.1,87,16.3,0.0,58.8,2022-10-05,17.445833333333333,Seattle,20.408333333333335,20.118055555555557,15.224404761904761
2022-10-06,64.2,66.4,87,15.5,0.0,58.5,2022-10-06,21.458333333333332,Seattle,17.445833333333333,19.666666666666668,15.995238095238095
2022-10-07,68.9,69.7,84,11.7,0.0,59.8,2022-10-07,26.25,Seattle,21.458333333333332,19.770833333333332,17.52797619047619
2022-10-08,66.9,69.3,82,14.8,0.0,59.5,2022-10-08,25.72083333333333,Seattle,26.25,21.718055555555555,19.9875
2022-10-09,66.0,66.7,87,12.7,0.0,58.0,2022-10-09,26.97083333333333,Seattle,25.72083333333333,24.476388888888888,21.604166666666664
2022-10-10,68.0,67.3,82,20.2,0.0,58.8,2022-10-10,19.066666666666663,Seattle,26.97083333333333,26.313888888888886,22.771428571428572
2022-10-11,59.3,64.6,68,16.8,0.0,58.0,2022-10-11,6.795833333333333,Seattle,19.066666666666663,23.91944444444444,22.47440476190476
2022-10-12,58.7,63.2,81,18.2,0.0,55.6,2022-10-12,12.595833333333331,Seattle,6.795833333333333,17.61111111111111,20.529761904761905
2022-10-13,66.8,69.9,79,15.0,0.0,56.9,2022-10-13,18.770833333333332,Seattle,12.595833333333331,12.819444444444443,19.83690476190476
2022-10-14,65.8,69.1,79,14.9,0.0,57.1,2022-10-14,20.970833333333335,Seattle,18.770833333333332,12.720833333333331,19.45297619047619
2022-10-15,68.7,73.0,71,19.3,0.0,61.2,2022-10-15,27.7125,Seattle,20.970833333333335,17.445833333333333,18.698809523809523
2022-10-16,77.7,81.8,56,19.8,0.0,65.0,2022-10-16,32.99583333333333,Seattle,27.7125,22.48472222222222,18.98333333333333
2022-10-17,67.3,68.1,80,16.6,0.0,58.2,2022-10-17,34.36666666666667,Seattle,32.99583333333333,27.22638888888889,19.84404761904762
2022-10-18,61.7,64.0,86,12.0,0.0,55.7,2022-10-18,158.875,Seattle,34.36666666666667,31.691666666666663,22.029761904761905
2022-10-19,59.2,62.1,87,14.0,0.0,54.4,2022-10-19,72.96666666666665,Seattle,158.875,75.4125,43.75535714285714
2022-10-20,61.1,61.3,89,13.0,0.5,55.3,2022-10-20,27.995833333333337,Seattle,72.96666666666665,88.7361111111111,52.37976190476191
2022-10-21,49.9,55.2,82,17.2,10.3,51.2,2022-10-21,3.5124999999999997,Seattle,27.995833333333337,86.6125,53.69761904761905
2022-10-22,48.8,52.5,80,17.1,8.0,49.1,2022-10-22,3.858333333333333,Seattle,3.5124999999999997,34.824999999999996,51.20357142857143
2022-10-23,48.7,53.7,76,18.4,1.3,49.3,2022-10-23,5.120833333333334,Seattle,3.858333333333333,11.78888888888889,47.795833333333334
2022-10-24,54.3,57.7,83,25.3,9.1,51.0,2022-10-24,4.229166666666667,Seattle,5.120833333333334,4.163888888888889,43.81369047619048
2022-10-25,44.9,53.2,87,32.9,13.7,49.0,2022-10-25,2.983333333333333,Seattle,4.229166666666667,4.402777777777778,39.50833333333333
2022-10-26,49.5,53.7,80,20.5,0.2,48.9,2022-10-26,3.4958333333333336,Seattle,2.983333333333333,4.111111111111112,17.238095238095237
2022-10-27,49.3,60.0,63,36.2,0.3,55.2,2022-10-27,5.1000000000000005,Seattle,3.4958333333333336,3.5694444444444446,7.3136904761904775
2022-10-28,52.9,57.6,81,21.7,11.6,52.6,2022-10-28,6.7375,Seattle,5.1000000000000005,3.859722222222222,4.042857142857143
2022-10-29,53.7,58.3,79,16.9,0.0,51.2,2022-10-29,8.3375,Seattle,6.7375,5.111111111111112,4.503571428571429
2022-10-30,47.0,53.8,83,30.4,12.4,52.1,2022-10-30,6.5,Seattle,8.3375,6.7250000000000005,5.143452380952381
2022-10-31,50.0,55.9,85,32.6,17.0,52.1,2022-10-31,4.429166666666666,Seattle,6.5,7.191666666666666,5.34047619047619
2022-11-01,44.8,48.7,76,11.1,2.2,46.3,2022-11-01,5.0125,Seattle,4.429166666666666,6.422222222222222,5.3690476190476195
2022-11-02,42.9,47.0,82,16.6,3.3,43.3,2022-11-02,4.045833333333333,Seattle,5.0125,5.313888888888889,5.658928571428571
2022-11-03,38.0,46.0,88,27.1,7.8,42.5,2022-11-03,4.804166666666666,Seattle,4.045833333333333,4.495833333333334,5.737499999999999
2022-11-04,51.5,56.7,93,42.0,15.3,52.7,2022-11-04,2.279166666666667,Seattle,4.804166666666666,4.620833333333333,5.695238095238095
2022-11-05,48.1,51.2,72,23.1,0.5,45.7,2022-11-05,6.533333333333334,Seattle,2.279166666666667,3.709722222222222,5.058333333333333
2022-11-06,39.6,46.4,85,27.4,22.5,42.6,2022-11-06,3.091666666666667,Seattle,6.533333333333334,4.538888888888889,4.800595238095238
2022-11-07,41.3,46.7,85,12.9,9.6,41.5,2022-11-07,4.216666666666667,Seattle,3.091666666666667,3.9680555555555554,4.313690476190476
2022-11-08,34.4,43.2,75,31.6,0.0,40.4,2022-11-08,7.2875,Seattle,4.216666666666667,4.613888888888889,4.283333333333333
2022-11-09,40.1,44.8,72,24.1,0.0,40.6,2022-11-09,12.8875,Seattle,7.2875,4.865277777777778,4.608333333333333
2022-11-10,42.8,46.5,77,8.8,0.0,41.8,2022-11-10,13.133333333333333,Seattle,12.8875,8.130555555555555,5.871428571428571
2022-11-11,40.2,46.1,68,13.7,0.0,40.4,2022-11-11,13.233333333333334,Seattle,13.133333333333333,11.102777777777776,7.0613095238095225
2022-11-12,41.8,47.4,79,11.0,0.0,39.1,2022-11-12,14.9375,Seattle,13.233333333333334,13.08472222222222,8.626190476190475
2022-11-13,40.4,46.3,84,13.0,0.0,39.8,2022-11-13,19.504166666666663,Seattle,14.9375,13.768055555555556,9.826785714285714
2022-11-14,44.3,49.4,85,11.7,0.0,41.9,2022-11-14,20.6625,Seattle,19.504166666666663,15.891666666666666,12.171428571428569
2022-11-15,45.9,50.1,80,10.0,0.0,40.6,2022-11-15,17.845833333333335,Seattle,20.6625,18.368055555555554,14.520833333333332
2022-11-16,44.9,49.2,81,9.1,0.0,38.6,2022-11-16,20.645833333333332,Seattle,17.845833333333335,19.337500000000002,16.029166666666665
2022-11-17,43.0,50.8,63,14.9,0.0,40.6,2022-11-17,13.558333333333332,Seattle,20.645833333333332,19.718055555555555,17.1375
2022-11-18,38.7,45.7,68,11.4,0.0,36.6,2022-11-18,14.291666666666666,Seattle,13.558333333333332,17.349999999999998,17.198214285714286
2022-11-19,38.4,45.1,64,11.3,0.0,36.2,2022-11-19,19.404166666666665,Seattle,14.291666666666666,16.165277777777778,17.34940476190476
2022-11-20,41.1,45.6,66,10.6,0.0,38.5,2022-11-20,22.758333333333336,Seattle,19.404166666666665,15.751388888888888,17.9875
2022-11-21,44.6,49.4,73,8.5,0.0,41.6,2022-11-21,32.9125,Seattle,22.758333333333336,18.818055555555556,18.452380952380956
2022-11-22,43.1,48.7,83,27.9,14.7,44.6,2022-11-22,11.658333333333331,Seattle,32.9125,25.025000000000002,20.202380952380953
2022-11-23,48.2,50.9,92,14.5,0.0,46.6,2022-11-23,8.408333333333333,Seattle,11.658333333333331,22.44305555555556,19.31845238095238
2022-11-24,45.9,49.7,79,13.8,0.0,42.9,2022-11-24,17.904166666666665,Seattle,8.408333333333333,17.65972222222222,17.570238095238096
2022-11-25,42.9,47.1,81,23.3,17.5,44.0,2022-11-25,8.045833333333333,Seattle,17.904166666666665,12.656944444444447,18.19107142857143
2022-11-26,37.9,46.1,88,41.5,0.9,42.0,2022-11-26,7.254166666666666,Seattle,8.045833333333333,11.452777777777781,17.298809523809524
2022-11-27,40.3,47.9,81,41.0,6.6,43.0,2022-11-27,4.016666666666667,Seattle,7.254166666666666,11.068055555555558,15.56309523809524
2022-11-28,34.2,40.5,76,19.6,3.5,38.3,2022-11-28,4.720833333333333,Seattle,4.016666666666667,6.438888888888891,12.885714285714286
2022-11-29,29.6,37.9,77,27.4,12.2,34.2,2022-11-29,5.104166666666667,Seattle,4.720833333333333,5.330555555555558,8.858333333333333
2022-11-30,37.7,41.4,88,26.0,14.7,37.7,2022-11-30,6.3999999999999995,Seattle,5.104166666666667,4.613888888888892,7.922023809523809
2022-12-01,30.4,35.5,80,17.3,2.4,33.6,2022-12-01,8.604166666666666,Seattle,6.3999999999999995,5.408333333333335,7.635119047619048
2022-12-02,33.2,40.6,72,19.0,2.3,34.7,2022-12-02,6.479166666666667,Seattle,8.604166666666666,6.70277777777778,6.306547619047619
2022-12-03,34.8,42.3,76,18.8,7.4,37.7,2022-12-03,6.416666666666667,Seattle,6.479166666666667,7.161111111111114,6.082738095238095
2022-12-04,31.7,38.3,78,16.5,1.2,35.1,2022-12-04,11.695833333333333,Seattle,6.416666666666667,7.166666666666669,5.963095238095238
2022-12-05,34.9,39.3,85,8.6,0.0,34.7,2022-12-05,22.916666666666668,Seattle,11.695833333333333,8.197222222222225,7.060119047619048
2022-12-06,36.4,42.6,87,15.1,0.0,39.6,2022-12-06,23.733333333333334,Seattle,22.916666666666668,13.676388888888889,9.65952380952381
2022-12-07,41.0,45.5,84,17.8,2.7,42.1,2022-12-07,12.325,Seattle,23.733333333333334,19.448611111111116,12.320833333333335
2022-12-08,37.7,44.1,86,20.7,8.9,41.2,2022-12-08,7.483333333333333,Seattle,12.325,19.658333333333335,13.167261904761904
2022-12-09,36.4,42.4,85,25.4,9.9,39.3,2022-12-09,4.833333333333333,Seattle,7.483333333333333,14.513888888888891,13.007142857142858
2022-12-10,40.6,44.2,85,22.7,12.1,42.1,2022-12-10,6.583333333333333,Seattle,4.833333333333333,8.21388888888889,12.77202380952381
2022-12-11,39.7,45.3,92,15.9,1.6,42.6,2022-12-11,11.5,Seattle,6.583333333333333,6.300000000000001,12.795833333333333
2022-12-12,37.4,43.9,84,13.8,0.2,41.0,2022-12-12,12.254166666666668,Seattle,11.5,7.638888888888889,12.767857142857142
2022-12-13,39.0,42.7,83,6.3,0.0,39.0,2022-12-13,3.295833333333333,Seattle,12.254166666666668,10.112500000000002,11.244642857142859
2022-12-14,37.8,42.7,84,16.0,0.0,40.1,2022-12-14,0.6875,Seattle,3.295833333333333,9.016666666666667,8.325
2022-12-15,35.2,41.9,84,14.4,0.0,36.9,2022-12-15,4.958333333333333,Seattle,0.6875,5.412500000000001,6.6625000000000005
2022-12-16,37.5,42.6,83,9.7,0.0,33.9,2022-12-16,20.025,Seattle,4.958333333333333,2.9805555555555565,6.301785714285715
