time,apparent_temperature_max (°F),max_temperature,humidity,wind_speed_10m_max (km/h),precipitation_sum (mm),mean_temperature,date,pm25,city,pm25_lag_1,pm25_rolling_3,pm25_rolling_7
2022-11-11,83.3,78.7,90,27.2,24.5,67.0,2022-11-11,9.766666666666667,Houston,11.645833333333334,9.083333333333336,8.950000000000001
2022-11-12,49.0,57.7,59,26.9,0.5,49.8,2022-11-12,4.954166666666667,Houston,9.766666666666667,10.186111111111112,9.057142857142859
2022-11-13,51.2,56.3,58,15.0,0.0,47.7,2022-11-13,7.170833333333333,Houston,4.954166666666667,8.78888888888889,8.5875
2022-11-14,68.0,68.5,78,26.1,6.2,54.6,2022-11-14,9.779166666666669,Houston,7.170833333333333,7.297222222222224,8.058928571428572
2022-11-15,48.5,56.0,72,25.7,0.0,48.4,2022-11-15,4.5125,Houston,9.779166666666669,7.301388888888891,8.417261904761906
2022-11-16,49.4,55.9,67,17.3,0.0,46.7,2022-11-16,6.6499999999999995,Houston,4.5125,7.154166666666669,8.139285714285714
2022-11-17,49.6,55.4,62,12.0,0.0,48.6,2022-11-17,12.666666666666666,Houston,6.6499999999999995,6.980555555555557,7.782738095238096
2022-11-18,50.1,55.1,54,14.3,0.2,51.4,2022-11-18,10.225,Houston,12.666666666666666,7.943055555555556,7.92857142857143
2022-11-19,46.6,50.8,84,23.2,31.2,48.0,2022-11-19,8.445833333333333,Houston,10.225,9.847222222222223,7.994047619047619
2022-11-20,47.6,54.6,62,17.9,0.0,47.7,2022-11-20,11.991666666666667,Houston,8.445833333333333,10.445833333333335,8.492857142857144
2022-11-21,44.6,48.7,78,17.0,13.9,46.9,2022-11-21,8.408333333333333,Houston,11.991666666666667,10.220833333333333,9.181547619047619
2022-11-22,51.8,55.8,84,13.2,2.7,50.1,2022-11-22,10.05,Houston,8.408333333333333,9.615277777777779,8.985714285714286
2022-11-23,66.6,68.9,73,17.3,0.0,56.6,2022-11-23,12.975,Houston,10.05,10.150000000000002,9.776785714285714
2022-11-24,76.2,74.5,91,23.4,13.7,67.8,2022-11-24,8.533333333333333,Houston,12.975,10.47777777777778,10.680357142857142
2022-11-25,60.9,63.4,91,24.0,31.9,60.6,2022-11-25,5.75,Houston,8.533333333333333,10.519444444444446,10.089880952380952
2022-11-26,64.4,66.6,76,29.0,44.7,60.5,2022-11-26,6.004166666666666,Houston,5.75,9.086111111111112,9.450595238095238
2022-11-27,68.4,70.4,66,19.5,0.0,59.4,2022-11-27,11.266666666666666,Houston,6.004166666666666,6.7625,9.101785714285715
2022-11-28,70.3,70.8,80,17.1,0.1,58.6,2022-11-28,11.791666666666666,Houston,11.266666666666666,7.673611111111112,8.998214285714285
2022-11-29,80.2,78.7,91,31.9,2.0,72.9,2022-11-29,8.141666666666667,Houston,11.791666666666666,9.6875,9.48154761904762
2022-11-30,75.8,71.2,63,31.7,0.0,58.0,2022-11-30,5.916666666666667,Houston,8.141666666666667,10.4,9.208928571428572
2022-12-01,53.4,58.7,55,17.3,0.0,50.5,2022-12-01,5.6125,Houston,5.916666666666667,8.616666666666669,8.200595238095238
2022-12-02,80.2,78.6,88,24.3,0.8,67.4,2022-12-02,10.8125,Houston,5.6125,6.556944444444446,7.783333333333333
2022-12-03,80.1,76.2,90,16.7,2.3,71.0,2022-12-03,8.887500000000001,Houston,10.8125,7.447222222222223,8.50654761904762
2022-12-04,73.4,69.7,86,11.8,0.3,64.0,2022-12-04,19.533333333333335,Houston,8.887500000000001,8.437500000000002,8.918452380952381
2022-12-05,78.4,78.9,87,26.3,1.2,71.2,2022-12-05,6.683333333333334,Houston,19.533333333333335,13.077777777777778,10.099404761904761
2022-12-06,81.4,80.4,85,25.5,1.0,73.5,2022-12-06,8.941666666666666,Houston,6.683333333333334,11.701388888888891,9.369642857142859
2022-12-07,82.7,80.5,87,18.2,7.2,72.6,2022-12-07,11.295833333333334,Houston,8.941666666666666,11.719444444444447,9.483928571428573
2022-12-08,82.5,79.4,88,14.0,1.7,72.5,2022-12-08,10.65,Houston,11.295833333333334,8.973611111111113,10.252380952380951
2022-12-09,81.7,77.7,89,14.3,3.8,71.5,2022-12-09,9.745833333333334,Houston,10.65,10.295833333333334,10.97202380952381
2022-12-10,81.8,78.8,90,17.9,13.7,70.4,2022-12-10,10.854166666666666,Houston,9.745833333333334,10.56388888888889,10.819642857142856
2022-12-11,77.0,74.0,88,18.2,30.7,68.0,2022-12-11,8.345833333333333,Houston,10.854166666666666,10.416666666666668,11.100595238095238
2022-12-12,68.7,69.8,90,26.5,1.9,66.4,2022-12-12,8.362499999999999,Houston,8.345833333333333,9.64861111111111,9.502380952380951
2022-12-13,76.1,79.6,86,39.9,6.5,71.8,2022-12-13,3.6041666666666665,Houston,8.362499999999999,9.187500000000002,9.742261904761904
2022-12-14,71.3,66.6,64,28.4,8.6,62.9,2022-12-14,0.7708333333333334,Houston,3.6041666666666665,6.770833333333335,8.979761904761904
2022-12-15,56.7,60.1,57,12.3,0.0,51.0,2022-12-15,5.7749999999999995,Houston,0.7708333333333334,4.2458333333333345,7.476190476190475
