date,City,pm25,AQI,Air_Quality_Risk
2023-05-12,Phoenix,14.654166666666669,56.3714234620887,39.65913567651961
2023-05-13,Phoenix,12.341666666666669,51.508226037195996,36.08470022882446
2023-05-14,Phoenix,14.104166666666666,55.214771101573675,38.80899967814887
2023-05-15,Phoenix,12.1875,51.18401287553648,35.846404532311446
2023-05-16,Phoenix,12.85,52.577253218884124,36.87043198489439
2023-05-17,Phoenix,11.383333333333333,47.43055555555556,33.087624716530755
2023-05-18,Phoenix,9.2625,38.59375,26.592599270825335
2023-05-19,Phoenix,11.1625,46.51041666666667,32.41132540686006
2023-05-20,Phoenix,10.25,42.708333333333336,29.616805617843383
2023-05-21,Phoenix,11.2625,46.927083333333336,32.717574150861886
2023-05-22,Phoenix,7.833333333333333,32.63888888888889,22.21579430446589
2023-05-23,Phoenix,7.129166666666666,29.70486111111111,20.059292732119687
2023-05-24,Phoenix,8.225,34.270833333333336,23.415268551806378
2023-05-25,Phoenix,6.579166666666667,27.413194444444446,18.374924640109636
2023-05-26,Phoenix,5.679166666666667,23.663194444444446,15.61868594409319
2023-05-27,Phoenix,8.708333333333334,36.28472222222223,24.89547081448188
2023-05-28,Phoenix,10.8875,45.364583333333336,31.56914136085503
2023-05-29,Phoenix,6.929166666666667,28.871527777777782,19.446795244116032
2023-05-30,Phoenix,6.879166666666666,28.663194444444446,19.29367087211512
2023-05-31,Phoenix,5.5625,23.177083333333336,15.261395742757728
2023-06-01,Phoenix,7.983333333333333,33.26388888888889,22.675167420468632
2023-06-02,Phoenix,7.020833333333333,29.25347222222222,19.72752325945104
2023-06-03,Phoenix,9.595833333333331,39.982638888888886,27.613428417498092
2023-06-04,Phoenix,9.358333333333333,38.99305555555556,26.886087650493756
2023-06-05,Phoenix,7.0249999999999995,29.270833333333332,19.740283623784446
2023-06-06,Phoenix,8.454166666666667,35.22569444444445,24.1170885901439
2023-06-07,Phoenix,8.066666666666666,33.611111111111114,22.93037470713682
2023-06-08,Phoenix,10.558333333333334,43.99305555555556,30.56107257851568
2023-06-09,Phoenix,10.075,41.979166666666664,29.08087031584018
2023-06-10,Phoenix,13.570833333333333,54.09316881258941,37.98462537669845
2023-06-11,Phoenix,6.516666666666667,27.15277777777778,18.183519175108493
2023-06-12,Phoenix,6.270833333333333,26.12847222222222,17.430657679437335
