City,max_temperature,humidity,wind_speed_10m_max (km/h),precipitation_sum (mm),doy_sin,doy_cos,pm25_lag_1
Houston,0.07526949893707507,0.016971761188677142,0.2525890210126285,0.01812504103176214,0.09509614209726101,0.03782586354678459,0.5041226721858116
LA,0.19730766812824277,0.04689000448905074,0.07759339439649202,0.04661109131446238,0.06120753898103818,0.15671116222551543,0.41367914046519855
NY,0.17185544762710728,0.09557061916562405,0.19163023938587928,0.05326508641528282,0.10954585438573211,0.08282565680093869,0.2953070962194358
Phoenix,0.0003544373609943781,0.11822494428062738,0.18025221482649117,0.10829760233507159,0.02314038505844021,0.03069530198193564,0.5390351141564397
Sacramento,0.14836085969666626,0.047354357052096924,0.22134037711856014,0.006523792679102997,0.062094320428645,0.16115640323443792,0.3531698897904907
Seattle,0.2134839835625646,0.011782945472725695,0.1389012166475178,0.07633447886199976,0.04105953087421438,0.19807761164636417,0.3203602329346134
